draw_idx,number,momentum,gap,markov,pattern,algebraic,lag1,lag2,hmmState,resonance,hit_in_5
228,16,0.1154,0.2199,0.2235,0.1020,0,0,0,0.5000,0,0
228,17,0.0897,0.0000,0.2447,0.2115,0,1,0,0.5000,1,0
228,18,-0.2667,1.0000,0.3654,0.2262,0,0,1,0.5000,0,1
228,19,0.0615,0.5512,0.3396,0.3400,0,0,0,0.5000,0,1
228,20,0.0231,0.6234,0.3223,0.3443,0,0,0,0.5000,0,1
228,21,0.0692,0.5285,0.2233,0.2069,0,0,1,0.5000,0,0
228,22,-0.2410,0.7228,0.2660,0.2059,0,1,0,0.5000,0,1
228,23,-0.2513,1.0000,0.3265,0.2367,0,1,0,0.5000,0,1
228,24,0.4308,0.2364,0.2500,0.3333,0,0,0,0.5000,0,0
228,25,-0.2667,0.8005,0.2404,0.2937,0,1,0,0.5000,1,1
228,26,-0.2564,1.0000,0.2300,0.2905,0,0,0,0.5000,0,1
228,27,-0.2744,1.0000,0.2897,0.3404,0,0,0,0.5000,0,1
228,28,0.1077,0.4531,0.2045,0.1930,0,0,0,0.5000,0,1
228,29,-0.2641,1.0000,0.3010,0.2839,0,0,0,0.5000,0,1
228,30,-0.2667,0.8005,0.3173,0.2547,0,1,0,0.5000,0,1
228,31,0.0769,0.2552,0.2200,0.3220,0,1,0,0.5000,0,1
228,32,-0.2846,1.0000,0.2703,0.3060,0,0,0,0.5000,0,0
228,33,0.0769,0.0000,0.2222,0.1852,0,0,1,0.5000,0,1
228,34,-0.2692,1.0000,0.2571,0.2313,0,0,1,0.5000,0,0
228,35,0.1154,0.2193,0.1882,0.1455,0,0,0,0.5000,0,1
228,36,-0.2667,1.0000,0.2885,0.2152,0,0,0,0.5000,0,1
228,37,0.1205,0.2130,0.2410,0.2667,0,0,0,0.5000,0,1
228,38,0.0744,0.2618,0.2376,0.3729,0,0,0,0.5000,0,1
228,39,0.0692,0.0000,0.3039,0.2500,0,0,0,0.5000,0,0
228,40,-0.2308,1.0000,0.1889,0.2353,0,0,0,0.5000,0,1
228,41,0.3744,0.2982,0.2456,0.2941,0,0,0,0.5000,0,1
228,42,0.0897,0.4960,0.2421,0.2692,0,0,0,0.5000,0,1
228,43,0.1026,0.0000,0.2584,0.2941,0,0,0,0.5000,0,1
228,44,-0.2410,0.7304,0.2660,0.2303,0,0,0,0.5000,0,0
228,45,-0.2462,1.0000,0.2500,0.2262,0,0,0,0.5000,0,1
228,46,-0.2462,1.0000,0.2500,0.2515,0,0,0,0.5000,0,1
228,47,-0.2590,1.0000,0.2475,0.2532,0,1,1,0.5000,0,1
228,48,0.1231,0.0000,0.2346,0.2340,0,0,1,0.5000,0,1
228,49,0.0795,0.5078,0.2323,0.1786,0,0,1,0.5000,0,0
230,1,0.1426,0.0000,0.1644,0.1860,0,0,0,0.5000,0,1
230,2,-0.2526,1.0000,0.2449,0.2375,0,0,0,0.5000,0,1
230,3,-0.2474,1.0000,0.1979,0.2810,0,0,0,0.5000,0,1
230,4,0.1014,0.4635,0.2667,0.2353,0,0,1,0.5000,0,0
230,5,0.0833,0.0000,0.3021,0.2889,0,0,0,0.5000,0,1
230,6,0.4347,0.2330,0.1889,0.3077,0,0,0,0.5000,0,0
230,7,0.0576,0.2746,0.2804,0.2679,0,1,0,0.5000,0,1
230,8,-0.2397,0.7340,0.2581,0.2370,0,0,0,0.5000,0,1
230,9,-0.2990,0.8984,0.3103,0.3130,0,1,1,0.5000,0,1
230,10,0.0679,0.2649,0.2621,0.2264,0,0,1,0.5000,0,0
230,11,0.0163,0.6338,0.2358,0.2742,0,1,0,0.5000,0,1
230,12,0.4115,0.0000,0.3163,0.1538,0,0,1,0.5000,0,0
230,13,0.3986,0.0000,0.2136,0.2609,0,0,0,0.5000,0,1
230,14,0.0679,0.2656,0.2039,0.2615,0,0,0,0.5000,0,1
230,15,0.0911,0.2416,0.2447,0.2037,0,0,1,0.5000,0,1
230,16,0.1143,0.2199,0.2235,0.1020,0,0,0,0.5000,0,0
230,17,0.0911,0.0000,0.2473,0.2115,0,0,0,0.5000,1,1
230,18,-0.2655,1.0000,0.3689,0.2262,0,0,0,0.5000,0,1
230,19,0.0601,0.5512,0.3396,0.3400,0,0,0,0.5000,0,0
230,20,0.0215,0.6234,0.3223,0.3443,0,1,0,0.5000,0,1
230,21,0.0704,0.5260,0.2255,0.2069,0,0,1,0.5000,0,1
230,22,-0.2397,0.7206,0.2688,0.2059,0,0,1,0.5000,0,1
230,23,-0.2500,1.0000,0.3299,0.2381,0,0,0,0.5000,0,1
230,24,0.4296,0.2364,0.2500,0.3333,0,0,1,0.5000,0,0
230,25,-0.2655,0.8010,0.2427,0.2887,0,0,0,0.5000,1,1
230,26,-0.2577,1.0000,0.2300,0.2857,0,0,1,0.5000,0,1
230,27,-0.2758,1.0000,0.2897,0.3357,0,0,1,0.5000,0,1
230,28,0.1065,0.4531,0.2045,0.1930,0,0,1,0.5000,0,1
230,29,-0.2655,1.0000,0.3010,0.2876,0,0,0,0.5000,0,1
230,30,-0.2655,0.7990,0.3204,0.2547,0,0,1,0.5000,0,1
230,31,0.0782,0.2539,0.2222,0.3276,0,1,0,0.5000,0,1
230,32,-0.2861,1.0000,0.2703,0.3030,0,0,0,0.5000,0,0
230,33,0.0782,0.0000,0.2245,0.1852,0,0,0,0.5000,0,1
230,34,-0.2680,1.0000,0.2596,0.2313,0,0,0,0.5000,0,1
230,35,0.1143,0.2193,0.1882,0.1455,0,0,0,0.5000,0,0
230,36,-0.2680,1.0000,0.2885,0.2179,0,0,0,0.5000,0,0
230,37,0.1194,0.2130,0.2410,0.2667,0,0,1,0.5000,0,1
230,38,0.0730,0.2618,0.2376,0.3729,0,0,0,0.5000,0,1
230,39,0.0679,0.0000,0.3039,0.2549,0,1,0,0.5000,0,0
230,40,-0.2320,1.0000,0.1889,0.2381,0,0,0,0.5000,0,1
230,41,0.3729,0.2982,0.2456,0.2941,0,0,0,0.5000,0,1
230,42,0.0885,0.4960,0.2421,0.2692,0,0,0,0.5000,0,1
230,43,0.1014,0.0000,0.2584,0.3000,0,0,1,0.5000,0,1
230,44,-0.2423,0.7304,0.2660,0.2270,0,0,0,0.5000,0,0
230,45,-0.2474,1.0000,0.2500,0.2289,0,0,0,0.5000,0,1
230,46,-0.2474,1.0000,0.2500,0.2470,0,0,1,0.5000,0,1
230,47,-0.2552,1.0000,0.2424,0.2532,0,0,1,0.5000,0,1
230,48,0.1246,0.0000,0.2375,0.2340,0,0,0,0.5000,0,1
230,49,0.0808,0.5079,0.2347,0.1818,0,0,0,0.5000,0,1
232,1,0.1416,0.0000,0.1644,0.1667,0,1,1,0.5000,0,1
232,2,-0.2539,1.0000,0.2449,0.2405,0,0,0,0.5000,0,1
232,3,-0.2487,1.0000,0.1979,0.2781,0,0,0,0.5000,0,1
232,4,0.1028,0.4595,0.2584,0.2353,0,1,0,0.5000,0,1
232,5,0.0820,0.0000,0.3021,0.2889,0,0,0,0.5000,0,0
232,6,0.4335,0.2330,0.1889,0.3077,0,0,0,0.5000,0,0
232,7,0.0587,0.2800,0.2830,0.2679,0,0,0,0.5000,0,1
232,8,-0.2409,0.7340,0.2581,0.2398,0,0,0,0.5000,0,1
232,9,-0.2953,0.8874,0.2982,0.3130,0,1,0,0.5000,0,1
232,10,0.0691,0.2644,0.2647,0.2308,0,0,0,0.5000,0,1
232,11,0.0173,0.6319,0.2377,0.2742,0,1,0,0.5000,0,1
232,12,0.4128,0.0000,0.3196,0.1538,0,0,0,0.5000,0,1
232,13,0.3972,0.0000,0.2136,0.2609,0,0,0,0.5000,0,1
232,14,0.0665,0.2656,0.2039,0.2656,0,1,0,0.5000,0,1
232,15,0.0924,0.2493,0.2473,0.2075,0,0,0,0.5000,0,1
232,16,0.1131,0.2199,0.2235,0.1020,0,0,0,0.5000,0,0
232,17,0.0898,0.0000,0.2473,0.2115,0,0,0,0.5000,1,1
232,18,-0.2668,1.0000,0.3689,0.2289,0,0,0,0.5000,0,1
232,19,0.0587,0.5512,0.3396,0.3400,0,0,0,0.5000,0,0
232,20,0.0225,0.6263,0.3250,0.3500,0,0,0,0.5000,0,1
232,21,0.0717,0.5222,0.2178,0.2069,0,1,0,0.5000,0,1
232,22,-0.2383,0.7222,0.2717,0.2059,0,0,0,0.5000,0,1
232,23,-0.2513,1.0000,0.3299,0.2410,0,0,0,0.5000,0,1
232,24,0.4309,0.2356,0.2527,0.3333,0,0,0,0.5000,0,1
232,25,-0.2668,0.8010,0.2427,0.2887,0,1,1,0.5000,1,1
232,26,-0.2565,1.0000,0.2323,0.2857,0,0,0,0.5000,0,1
232,27,-0.2746,1.0000,0.2925,0.3357,0,0,0,0.5000,0,1
232,28,0.1079,0.4550,0.2069,0.1964,0,0,0,0.5000,0,1
232,29,-0.2668,1.0000,0.3010,0.2914,0,0,0,0.5000,0,0
232,30,-0.2642,0.7995,0.3235,0.2547,0,0,0,0.5000,0,1
232,31,0.0794,0.2587,0.2245,0.3276,0,0,0,0.5000,0,1
232,32,-0.2876,1.0000,0.2703,0.3030,0,1,0,0.5000,0,0
232,33,0.0769,0.0000,0.2245,0.1852,0,0,0,0.5000,0,1
232,34,-0.2694,1.0000,0.2596,0.2276,0,0,0,0.5000,0,1
232,35,0.1131,0.2193,0.1882,0.1455,0,0,1,0.5000,0,0
232,36,-0.2694,1.0000,0.2885,0.2143,0,0,0,0.5000,0,0
232,37,0.1209,0.2120,0.2439,0.2727,0,0,0,0.5000,0,1
232,38,0.0717,0.2618,0.2376,0.3729,0,0,0,0.5000,0,0
232,39,0.0691,0.0000,0.3069,0.2549,0,0,0,0.5000,0,1
232,40,-0.2332,1.0000,0.1889,0.2410,0,0,0,0.5000,0,0
232,41,0.3713,0.2982,0.2456,0.2941,0,0,0,0.5000,0,1
232,42,0.0872,0.4960,0.2421,0.2692,0,0,0,0.5000,0,1
232,43,0.1028,0.0000,0.2614,0.3000,0,0,1,0.5000,0,1
232,44,-0.2435,0.7304,0.2660,0.2270,0,1,0,0.5000,0,0
232,45,-0.2487,1.0000,0.2500,0.2256,0,0,0,0.5000,0,1
232,46,-0.2461,1.0000,0.2421,0.2470,0,1,0,0.5000,0,1
232,47,-0.2539,1.0000,0.2449,0.2532,0,0,0,0.5000,0,1
232,48,0.1235,0.0000,0.2375,0.2391,0,0,1,0.5000,0,1
232,49,0.0794,0.5079,0.2347,0.1818,0,0,1,0.5000,0,1
234,1,0.1458,0.0000,0.1549,0.1667,0,0,1,0.5000,0,1
234,2,-0.2552,1.0000,0.2449,0.2372,0,0,0,0.5000,0,0
234,3,-0.2500,1.0000,0.1979,0.2781,0,1,0,0.5000,0,0
234,4,0.1042,0.4591,0.2614,0.2400,0,0,0,0.5000,0,1
234,5,0.0807,0.0000,0.3021,0.2727,0,1,1,0.5000,0,0
234,6,0.4323,0.2330,0.1889,0.3077,0,1,0,0.5000,0,0
234,7,0.0573,0.2800,0.2830,0.2679,0,0,0,0.5000,0,1
234,8,-0.2422,0.7340,0.2581,0.2426,0,0,0,0.5000,0,0
234,9,-0.2943,0.8842,0.3009,0.3130,0,1,0,0.5000,0,1
234,10,0.0677,0.2644,0.2647,0.2353,0,1,0,0.5000,0,1
234,11,0.0182,0.6349,0.2397,0.2787,0,0,0,0.5000,0,1
234,12,0.4115,0.0000,0.3196,0.1538,0,1,1,0.5000,0,1
234,13,0.3958,0.0000,0.2136,0.2609,0,0,1,0.5000,0,0
234,14,0.0677,0.2658,0.2059,0.2656,0,0,0,0.5000,0,1
234,15,0.0911,0.2493,0.2473,0.2075,0,0,0,0.5000,0,1
234,16,0.1120,0.2199,0.2235,0.1042,0,1,0,0.5000,0,0
234,17,0.0885,0.0000,0.2473,0.2115,0,0,0,0.5000,1,0
234,18,-0.2682,1.0000,0.3689,0.2317,0,0,0,0.5000,0,1
234,19,0.0573,0.5512,0.3396,0.3400,0,1,1,0.5000,0,0
234,20,0.0208,0.6263,0.3250,0.3500,0,0,1,0.5000,0,1
234,21,0.0729,0.5266,0.2200,0.2105,0,0,0,0.5000,0,1
234,22,-0.2396,0.7222,0.2717,0.2024,0,0,0,0.5000,0,1
234,23,-0.2526,1.0000,0.3299,0.2439,0,0,0,0.5000,0,0
234,24,0.4297,0.2356,0.2527,0.3333,0,1,1,0.5000,0,1
234,25,-0.2630,0.7895,0.2277,0.2887,0,1,0,0.5000,1,1
234,26,-0.2578,1.0000,0.2323,0.2897,0,0,0,0.5000,0,1
234,27,-0.2760,1.0000,0.2925,0.3406,0,0,0,0.5000,0,1
234,28,0.1068,0.4550,0.2069,0.1964,0,0,0,0.5000,0,1
234,29,-0.2682,1.0000,0.3010,0.2953,0,0,0,0.5000,0,0
234,30,-0.2656,0.7995,0.3235,0.2500,0,0,1,0.5000,0,1
234,31,0.0781,0.2587,0.2245,0.3276,0,0,0,0.5000,0,1
234,32,-0.2865,1.0000,0.2727,0.3053,0,0,0,0.5000,0,1
234,33,0.0755,0.0000,0.2245,0.1852,0,0,0,0.5000,0,1
234,34,-0.2708,1.0000,0.2596,0.2276,0,1,0,0.5000,0,1
234,35,0.1146,0.2243,0.1905,0.1481,0,0,0,0.5000,0,1
234,36,-0.2708,1.0000,0.2885,0.2143,0,1,0,0.5000,0,0
234,37,0.1198,0.2120,0.2439,0.2791,0,1,0,0.5000,0,1
234,38,0.0703,0.2618,0.2376,0.3621,0,1,0,0.5000,0,0
234,39,0.0677,0.0000,0.3069,0.2400,0,1,1,0.5000,0,1
234,40,-0.2344,1.0000,0.1889,0.2439,0,0,0,0.5000,0,0
234,41,0.3698,0.2982,0.2456,0.2941,0,0,0,0.5000,0,0
234,42,0.0859,0.4960,0.2421,0.2692,0,0,0,0.5000,0,0
234,43,0.1042,0.0000,0.2644,0.3000,0,0,1,0.5000,0,1
234,44,-0.2422,0.7321,0.2688,0.2284,0,0,0,0.5000,0,1
234,45,-0.2500,1.0000,0.2500,0.2256,0,1,0,0.5000,0,0
234,46,-0.2448,1.0000,0.2447,0.2485,0,0,0,0.5000,0,1
234,47,-0.2552,1.0000,0.2449,0.2566,0,0,0,0.5000,0,1
234,48,0.1250,0.0000,0.2405,0.2391,0,0,0,0.5000,0,1
234,49,0.0807,0.5079,0.2371,0.1852,0,0,0,0.5000,0,1
236,1,0.1475,0.0000,0.1571,0.1667,0,0,0,0.5000,0,1
236,2,-0.2565,1.0000,0.2449,0.2372,0,1,0,0.5000,0,0
236,3,-0.2487,1.0000,0.2000,0.2781,0,0,1,0.5000,0,1
236,4,0.1030,0.4591,0.2614,0.2400,0,1,0,0.5000,0,1
236,5,0.0846,0.0000,0.2979,0.2727,0,0,0,0.5000,0,1
236,6,0.4337,0.2316,0.1910,0.3077,0,1,0,0.5000,0,1
236,7,0.0558,0.2800,0.2830,0.2679,0,0,0,0.5000,0,0
236,8,-0.2435,0.7340,0.2581,0.2395,0,0,0,0.5000,0,0
236,9,-0.2932,0.8904,0.3036,0.3154,0,0,0,0.5000,0,1
236,10,0.0689,0.2653,0.2673,0.2353,0,0,0,0.5000,0,1
236,11,0.0166,0.6349,0.2397,0.2787,0,0,1,0.5000,0,1
236,12,0.4154,0.0000,0.3158,0.1538,0,0,0,0.5000,0,1
236,13,0.3970,0.0000,0.2157,0.2609,0,0,0,0.5000,0,1
236,14,0.0663,0.2658,0.2059,0.2698,0,1,0,0.5000,0,1
236,15,0.0899,0.2493,0.2473,0.2075,0,0,0,0.5000,0,1
236,16,0.1134,0.2196,0.2262,0.1042,0,0,0,0.5000,0,1
236,17,0.0873,0.0000,0.2473,0.1961,0,0,1,0.5000,1,0
236,18,-0.2696,1.0000,0.3689,0.2346,0,0,0,0.5000,0,0
236,19,0.0611,0.5508,0.3365,0.3469,0,0,0,0.5000,0,1
236,20,0.0218,0.6378,0.3277,0.3559,0,0,0,0.5000,0,1
236,21,0.0716,0.5266,0.2200,0.2105,0,0,0,0.5000,0,1
236,22,-0.2408,0.7222,0.2717,0.2024,0,1,0,0.5000,0,1
236,23,-0.2539,1.0000,0.3299,0.2407,0,0,0,0.5000,0,0
236,24,0.4337,0.2322,0.2472,0.2941,0,0,1,0.5000,0,1
236,25,-0.2618,0.8027,0.2300,0.2908,0,0,0,0.5000,1,1
236,26,-0.2592,1.0000,0.2323,0.2867,0,0,0,0.5000,0,1
236,27,-0.2775,1.0000,0.2925,0.3382,0,0,0,0.5000,0,1
236,28,0.1056,0.4550,0.2069,0.1964,0,0,1,0.5000,0,1
236,29,-0.2696,1.0000,0.3010,0.2993,0,0,0,0.5000,0,0
236,30,-0.2644,0.7937,0.3168,0.2500,0,1,0,0.5000,0,1
236,31,0.0768,0.2587,0.2245,0.3276,0,0,0,0.5000,0,0
236,32,-0.2880,1.0000,0.2727,0.3000,0,0,1,0.5000,0,1
236,33,0.0742,0.0000,0.2245,0.1852,0,0,0,0.5000,0,0
236,34,-0.2696,1.0000,0.2621,0.2222,0,0,0,0.5000,0,1
236,35,0.1134,0.2243,0.1905,0.1481,0,0,0,0.5000,0,1
236,36,-0.2696,1.0000,0.2913,0.2157,0,0,0,0.5000,0,1
236,37,0.1213,0.2139,0.2469,0.2791,0,0,0,0.5000,0,1
236,38,0.0716,0.2605,0.2400,0.3684,0,1,0,0.5000,0,1
236,39,0.0716,0.0000,0.3030,0.2400,0,0,0,0.5000,0,1
236,40,-0.2356,1.0000,0.1889,0.2469,0,0,0,0.5000,0,0
236,41,0.3682,0.2982,0.2456,0.2941,0,0,1,0.5000,0,0
236,42,0.0846,0.4960,0.2421,0.2692,0,1,0,0.5000,0,0
236,43,0.1056,0.0000,0.2558,0.3000,0,1,0,0.5000,0,1
236,44,-0.2435,0.7321,0.2688,0.2236,0,0,1,0.5000,0,1
236,45,-0.2487,1.0000,0.2526,0.2270,0,0,0,0.5000,0,1
236,46,-0.2461,1.0000,0.2447,0.2515,0,0,0,0.5000,0,1
236,47,-0.2565,1.0000,0.2449,0.2600,0,0,0,0.5000,0,1
236,48,0.1239,0.0000,0.2405,0.2391,0,0,0,0.5000,0,1
236,49,0.0794,0.5079,0.2371,0.1852,0,0,1,0.5000,0,1
238,1,0.1465,0.0000,0.1571,0.1667,0,0,0,0.5000,0,1
238,2,-0.2553,1.0000,0.2474,0.2372,0,1,0,0.5000,0,1
238,3,-0.2474,0.9920,0.1915,0.2781,0,1,0,0.5000,0,1
238,4,0.1044,0.4574,0.2644,0.2245,0,0,1,0.5000,0,1
238,5,0.0833,0.0000,0.2979,0.2727,0,0,0,0.5000,0,1
238,6,0.4351,0.2332,0.1932,0.3077,0,0,0,0.5000,0,1
238,7,0.0544,0.2800,0.2830,0.2679,0,0,0,0.5000,0,0
238,8,-0.2447,0.7340,0.2581,0.2395,0,1,0,0.5000,0,0
238,9,-0.2947,0.8904,0.3036,0.3125,0,0,0,0.5000,0,1
238,10,0.0675,0.2653,0.2673,0.2353,0,0,1,0.5000,0,1
238,11,0.0175,0.6313,0.2333,0.2787,0,1,0,0.5000,0,1
238,12,0.4140,0.0000,0.3158,0.1538,0,0,0,0.5000,0,1
238,13,0.3956,0.0000,0.2157,0.2609,0,1,0,0.5000,0,1
238,14,0.0675,0.2653,0.2079,0.2698,0,0,1,0.5000,0,1
238,15,0.0886,0.2493,0.2473,0.2075,0,0,0,0.5000,0,0
238,16,0.1123,0.2196,0.2262,0.1042,0,1,1,0.5000,0,1
238,17,0.0886,0.0000,0.2391,0.1961,0,1,0,0.5000,1,1
238,18,-0.2711,1.0000,0.3689,0.2298,0,0,1,0.5000,0,0
238,19,0.0596,0.5508,0.3365,0.3469,0,0,0,0.5000,0,1
238,20,0.0202,0.6378,0.3277,0.3559,0,0,0,0.5000,0,1
238,21,0.0702,0.5266,0.2200,0.2105,0,0,1,0.5000,0,0
238,22,-0.2395,0.7200,0.2747,0.2024,0,0,1,0.5000,0,1
238,23,-0.2553,1.0000,0.3299,0.2407,0,1,0,0.5000,0,0
238,24,0.4351,0.2308,0.2500,0.2941,0,0,1,0.5000,0,1
238,25,-0.2632,0.8027,0.2300,0.2950,0,0,0,0.5000,1,1
238,26,-0.2605,1.0000,0.2323,0.2867,0,1,1,0.5000,0,0
238,27,-0.2789,1.0000,0.2925,0.3382,0,1,0,0.5000,0,0
238,28,0.1070,0.4509,0.1977,0.1964,0,1,0,0.5000,0,1
238,29,-0.2711,1.0000,0.3010,0.3034,0,0,0,0.5000,0,0
238,30,-0.2632,0.7941,0.3200,0.2453,0,0,0,0.5000,0,1
238,31,0.0754,0.2587,0.2245,0.3276,0,0,0,0.5000,0,0
238,32,-0.2868,1.0000,0.2752,0.3000,0,0,0,0.5000,0,1
238,33,0.0728,0.0000,0.2245,0.1887,0,1,0,0.5000,0,0
238,34,-0.2711,1.0000,0.2621,0.2222,0,1,1,0.5000,0,1
238,35,0.1123,0.2243,0.1905,0.1481,0,0,0,0.5000,0,1
238,36,-0.2711,1.0000,0.2913,0.2185,0,0,0,0.5000,0,1
238,37,0.1202,0.2139,0.2469,0.2791,0,0,0,0.5000,0,1
238,38,0.0728,0.2649,0.2424,0.3684,0,0,0,0.5000,0,1
238,39,0.0702,0.0000,0.3030,0.2449,0,0,1,0.5000,0,1
238,40,-0.2368,1.0000,0.1889,0.2437,0,0,0,0.5000,0,0
238,41,0.3693,0.2963,0.2389,0.3125,0,1,0,0.5000,0,1
238,42,0.0860,0.4947,0.2447,0.2549,0,0,1,0.5000,0,1
238,43,0.1070,0.0000,0.2588,0.3000,0,0,0,0.5000,0,1
238,44,-0.2421,0.7398,0.2717,0.2236,0,0,0,0.5000,0,1
238,45,-0.2500,1.0000,0.2526,0.2222,0,0,1,0.5000,0,1
238,46,-0.2474,1.0000,0.2447,0.2547,0,0,0,0.5000,0,0
238,47,-0.2579,1.0000,0.2449,0.2568,0,0,0,0.5000,0,0
238,48,0.1228,0.0000,0.2405,0.2391,0,0,0,0.5000,0,1
238,49,0.0807,0.5053,0.2396,0.1852,0,0,1,0.5000,0,1
240,1,0.1455,0.0000,0.1571,0.1667,0,0,0,0.5000,0,1
240,2,-0.2540,1.0000,0.2500,0.2372,0,0,1,0.5000,0,1
240,3,-0.2460,0.9973,0.1935,0.2800,0,0,0,0.5000,0,1
240,4,0.1058,0.4570,0.2674,0.2292,0,0,0,0.5000,0,1
240,5,0.0820,0.0000,0.2979,0.2727,0,0,0,0.5000,0,1
240,6,0.4339,0.2332,0.1932,0.3077,0,0,0,0.5000,0,1
240,7,0.0529,0.2800,0.2830,0.2679,0,0,1,0.5000,0,0
240,8,-0.2434,0.7358,0.2609,0.2410,0,0,0,0.5000,0,1
240,9,-0.2963,0.8904,0.3036,0.3125,0,1,0,0.5000,0,0
240,10,0.0688,0.2661,0.2700,0.2400,0,0,0,0.5000,0,1
240,11,0.0185,0.6293,0.2353,0.2787,0,1,0,0.5000,0,1
240,12,0.4127,0.0000,0.3158,0.1538,0,1,1,0.5000,0,1
240,13,0.3968,0.0000,0.2178,0.2609,0,0,0,0.5000,0,1
240,14,0.0688,0.2640,0.2100,0.2581,0,0,1,0.5000,0,1
240,15,0.0873,0.2493,0.2473,0.2075,0,0,0,0.5000,0,0
240,16,0.1164,0.2177,0.2195,0.1042,0,0,0,0.5000,0,1
240,17,0.0899,0.0000,0.2418,0.1961,0,1,0,0.5000,1,1
240,18,-0.2698,1.0000,0.3627,0.2298,0,1,0,0.5000,0,1
240,19,0.0582,0.5508,0.3365,0.3469,0,0,1,0.5000,0,1
240,20,0.0185,0.6378,0.3277,0.3559,0,0,0,0.5000,0,1
240,21,0.0714,0.5269,0.2222,0.2143,0,0,0,0.5000,0,1
240,22,-0.2381,0.7216,0.2778,0.2024,0,0,0,0.5000,0,1
240,23,-0.2540,1.0000,0.3333,0.2407,0,0,1,0.5000,0,1
240,24,0.4365,0.2293,0.2529,0.2941,0,0,1,0.5000,0,1
240,25,-0.2646,0.8027,0.2300,0.2993,0,0,0,0.5000,1,0
240,26,-0.2566,1.0000,0.2268,0.2867,0,0,0,0.5000,0,1
240,27,-0.2778,1.0000,0.2952,0.3407,0,0,0,0.5000,0,1
240,28,0.1085,0.4553,0.2000,0.2000,0,0,0,0.5000,0,1
240,29,-0.2725,1.0000,0.3010,0.3007,0,0,0,0.5000,0,0
240,30,-0.2646,0.7941,0.3200,0.2453,0,1,0,0.5000,0,1
240,31,0.0741,0.2587,0.2245,0.3276,0,0,1,0.5000,0,0
240,32,-0.2884,1.0000,0.2752,0.3047,0,0,0,0.5000,0,1
240,33,0.0741,0.0000,0.2268,0.1887,0,0,0,0.5000,0,1
240,34,-0.2672,1.0000,0.2475,0.2222,0,1,0,0.5000,0,1
240,35,0.1111,0.2243,0.1905,0.1481,0,0,0,0.5000,0,0
240,36,-0.2725,1.0000,0.2913,0.2215,0,0,0,0.5000,0,0
240,37,0.1190,0.2139,0.2469,0.2791,0,0,0,0.5000,0,0
240,38,0.0714,0.2649,0.2424,0.3684,0,0,0,0.5000,0,1
240,39,0.0714,0.0000,0.3061,0.2449,0,0,1,0.5000,0,1
240,40,-0.2381,1.0000,0.1889,0.2437,0,1,0,0.5000,0,0
240,41,0.3704,0.2960,0.2411,0.3125,0,0,1,0.5000,0,1
240,42,0.0873,0.4920,0.2473,0.2549,0,0,1,0.5000,0,1
240,43,0.1058,0.0000,0.2588,0.3000,0,0,0,0.5000,0,1
240,44,-0.2434,0.7398,0.2717,0.2264,0,0,0,0.5000,0,1
240,45,-0.2487,1.0000,0.2553,0.2222,0,0,0,0.5000,0,1
240,46,-0.2487,1.0000,0.2447,0.2579,0,0,0,0.5000,0,0
240,47,-0.2593,1.0000,0.2449,0.2568,0,1,1,0.5000,0,0
240,48,0.1217,0.0000,0.2405,0.2222,0,0,1,0.5000,0,0
240,49,0.0820,0.5013,0.2316,0.1852,0,1,1,0.5000,0,1
242,1,0.1445,0.0000,0.1571,0.1667,0,0,0,0.5000,0,0
242,2,-0.2527,1.0000,0.2526,0.2372,0,0,0,0.5000,0,1
242,3,-0.2473,0.9973,0.1935,0.2770,0,0,0,0.5000,0,1
242,4,0.1046,0.4570,0.2674,0.2292,0,0,1,0.5000,0,1
242,5,0.0807,0.0000,0.2979,0.2727,0,0,0,0.5000,0,0
242,6,0.4326,0.2332,0.1932,0.3077,0,0,1,0.5000,0,0
242,7,0.0541,0.2788,0.2857,0.2545,0,0,1,0.5000,0,1
242,8,-0.2447,0.7358,0.2609,0.2364,0,0,1,0.5000,0,1
242,9,-0.2952,0.8871,0.3063,0.3125,0,1,1,0.5000,0,1
242,10,0.0674,0.2661,0.2700,0.2400,0,0,0,0.5000,0,1
242,11,0.0195,0.6324,0.2373,0.2833,0,0,0,0.5000,0,1
242,12,0.4167,0.0000,0.3118,0.1667,0,0,1,0.5000,0,1
242,13,0.3954,0.0000,0.2178,0.2609,0,0,0,0.5000,0,1
242,14,0.0700,0.2642,0.2121,0.2623,0,0,0,0.5000,0,1
242,15,0.0860,0.2493,0.2473,0.2075,0,0,0,0.5000,0,0
242,16,0.1152,0.2177,0.2195,0.1042,0,0,0,0.5000,0,1
242,17,0.0913,0.0000,0.2444,0.1961,0,0,0,0.5000,1,1
242,18,-0.2686,1.0000,0.3663,0.2298,0,0,1,0.5000,0,1
242,19,0.0594,0.5528,0.3398,0.3542,0,0,0,0.5000,0,1
242,20,0.0168,0.6378,0.3277,0.3559,0,0,0,0.5000,0,0
242,21,0.0700,0.5269,0.2222,0.2143,0,0,1,0.5000,0,1
242,22,-0.2394,0.7216,0.2778,0.1988,0,0,0,0.5000,0,1
242,23,-0.2527,1.0000,0.3368,0.2407,0,0,0,0.5000,0,1
242,24,0.4379,0.2285,0.2558,0.2941,0,0,0,0.5000,0,1
242,25,-0.2660,0.8027,0.2300,0.2963,0,0,0,0.5000,1,0
